latitude,longitude,band1,band2,band3,band4,band5,band6,band7,value
-8704800.0,159750.0,3443.2250453720508,4407.550362976406,3584.296733212341,3587.079854809437,4308.785390199637,3228.7676950998184,2003.1243194192377,192.7
-8704800.0,164700.0,3453.091144708423,4441.333477321814,3581.584017278618,3593.1218142548596,4329.214254859611,3270.0393088552914,2019.1801295896328,194.3
-8704800.0,169650.0,3258.841023489933,4388.705117449665,3386.5897651006712,3406.7336409395975,4284.324244966443,3178.7319630872485,1948.0209731543623,195.8
-8704800.0,174600.0,3131.8084495488106,4331.608695652174,3257.9183757178016,3282.116078753076,4244.701394585726,3122.3638228055784,1917.7333880229696,197.5
-8704800.0,189900.0,3303.571201272872,4494.281622911694,3421.024264120923,3454.5779634049322,4382.852426412092,3266.131662688942,2016.236276849642,198.3
-8704800.0,194850.0,3163.386182108626,4470.52196485623,3285.0335463258784,3320.1261980830673,4368.734424920128,3209.2328274760384,1969.9844249201278,198.7
-8704800.0,199800.0,3193.5546558704455,4436.946963562753,3318.2125506072875,3350.556275303644,4308.956680161943,3195.524291497976,1960.2433198380568,198.9
-8704800.0,204750.0,3108.534366309098,4442.461660707191,3231.627731426301,3266.9070321811682,4300.087405641637,3172.1096543504173,1945.8565752880413,197.9
-8704800.0,219600.0,3306.677293934681,4768.713452566097,3452.6753499222395,3477.890746500778,4562.723950233281,3275.128304821151,1980.1769051321928,198.0
-8704800.0,225000.0,3253.7228867623603,4723.0761562998405,3408.3389154704946,3423.992822966507,4536.420255183413,3243.5334928229663,1941.1726475279106,197.6
-8704800.0,229950.0,3228.384492406075,4703.499200639489,3386.9556354916067,3402.2781774580335,4514.904476418865,3201.9212629896083,1922.0055955235812,197.1
-8704800.0,244800.0,3311.199291059472,4748.371012209532,3476.116187475384,3480.0890114218196,4583.9322567940135,3247.0803465931467,1947.090192989366,196.7
-8704800.0,264600.0,3225.698619008936,4693.397238017872,3384.214865962632,3399.781884646629,4466.261575954509,3150.175060926076,1864.623476848091,196.6
-8704800.0,274950.0,3234.7421434327157,4325.275181305399,3373.709105560032,3397.0588235294117,4104.5499597099115,2960.5519742143433,1831.681305398872,197.8
-8704800.0,279900.0,2944.5085073472546,3615.5850734725445,3084.0889404485692,3096.309744779582,3483.425367362722,2591.522041763341,1645.6105955143078,200.4
-8699850.0,109800.0,3695.006607929515,4674.353303964757,3810.430396475771,3809.85154185022,4480.4814977973565,3245.540528634361,1996.7533039647576,213.6
-8699850.0,135000.0,4388.800882167612,5132.224322621298,4513.472589792061,4514.202898550725,4847.714555765596,3560.5797101449275,2155.2961562696914,199.7
-8699850.0,139950.0,4272.310774228478,5113.272333513806,4386.878722252301,4399.743909041689,4848.272333513806,3629.806713589605,2233.8424472116944,196.3
-8699850.0,144900.0,3395.1589582397846,4583.595419847328,3541.4795689268076,3550.8370004490343,4446.749887741356,3225.270318814549,1931.530758868433,193.2
-8699850.0,159750.0,3733.207731718677,4648.733581741965,3862.3176525384256,3870.139264089427,4459.935724266418,3387.4760130414534,2091.865859338612,192.9
-8699850.0,184950.0,3036.1158392434986,4457.83609141056,3154.294326241135,3204.73207249803,4349.136327817179,3168.009062253743,1912.2939322301024,198.0
-8699850.0,189900.0,3195.25460499386,4453.657388456815,3308.4625460499387,3347.814572247237,4372.576749897667,3203.0573065902577,1969.16414244781,197.7
-8699850.0,194850.0,3189.9991708126036,4407.128524046435,3306.7068822553897,3337.7251243781093,4296.508706467662,3167.4564676616915,1956.504975124378,198.1
-8699850.0,199800.0,3275.284674484432,4476.559239789729,3392.1314193287503,3424.9567327133036,4361.320258794985,3209.976951071573,1973.1156490093003,198.4
-8699850.0,219600.0,3249.2151589242053,4588.172371638142,3382.9771801140996,3413.698859005705,4442.2607986960065,3223.8691931540343,1949.676446617767,198.2
-8699850.0,225000.0,3257.8810004033885,4612.39693424768,3388.3965308592174,3421.8688987494957,4448.487696651876,3243.1407825736183,1963.2638160548609,198.4
-8699850.0,234900.0,3203.4652191395257,4730.217531162042,3348.913148371532,3381.9151588258947,4500.655006031363,3243.905910735826,1938.097305991154,197.7
-8699850.0,249750.0,3336.328025477707,4767.925159235669,3488.0318471337578,3501.753582802548,4581.3817675159235,3262.129378980892,1951.4175955414012,197.3
-8699850.0,279900.0,3194.768404297652,3906.7847194588144,3325.1555909271788,3338.2041384799045,3755.1205730202946,2801.200955033824,1771.4365300437723,199.4
-8699850.0,289800.0,3031.819482025512,3462.086586780054,3187.7595670661,3184.1913413219945,3348.174333204484,2577.645148821028,1681.6316196366447,203.3
-8699850.0,294750.0,3125.2425447316105,3740.7888667992047,3259.541550695825,3287.9940357852884,3592.476739562624,2714.6003976143143,1753.5399602385685,206.9
-8694900.0,135000.0,2750.902540766022,4476.273416761472,2902.0921501706484,2942.785741372772,4336.550246492226,2937.734546833523,1663.9393249905195,204.3
-8694900.0,139950.0,2753.06800618238,4411.739567233385,2911.5440494590416,2941.476429675425,4275.041731066461,2937.4802936630604,1677.6773570324574,199.9
-8694900.0,144900.0,3716.9102564102564,4748.31861348528,3852.056505223172,3858.610636277303,4575.006647673315,3362.6348528015196,2060.5289648622984,195.9
-8694900.0,174600.0,3285.643128964059,4566.172515856237,3404.340380549683,3441.5167019027485,4416.857505285412,3249.3057082452433,1976.2858350951374,196.3
-8694900.0,184950.0,3020.1722042139386,4386.283630470016,3130.910858995138,3180.427471636953,4270.5490275526745,3133.4031604538086,1911.3711507293356,197.3
-8694900.0,189900.0,3105.070504797664,4428.446391322486,3222.148518982061,3267.7747183979973,4337.005423445974,3161.569879015436,1925.625365039633,196.8
-8694900.0,204750.0,3321.035861500412,4483.441879637263,3438.780296784831,3467.013190436933,4368.6401483924155,3247.348722176422,2013.6046990931575,198.1
-8694900.0,214650.0,3227.366034624897,4478.927864798022,3347.576669414674,3379.504534212696,4366.849958779884,3184.2015663643856,1956.6092333058532,198.1
-8694900.0,225000.0,3238.3789256198347,4596.704545454545,3370.285537190083,3400.6103305785123,4445.445867768595,3233.230165289256,1953.7136363636364,198.5
-8694900.0,229950.0,3237.869652945924,4700.287328490718,3362.1557707828892,3407.9838579499597,4556.592816787732,3290.4769975786926,1975.2227602905568,198.6
-8694900.0,234900.0,3278.259793814433,4524.865567010309,3409.378556701031,3434.6152577319585,4412.427216494845,3210.0828865979383,1959.2371134020618,198.4
-8694900.0,244800.0,3314.8401606425705,4695.032931726908,3448.5497991967873,3480.0751004016065,4498.008032128514,3262.541767068273,1961.9666666666667,198.8
-8694900.0,274950.0,3342.3086816720256,4497.117765273312,3467.614147909968,3500.8701768488745,4293.546623794212,3106.4272508038584,1889.7560289389069,196.6
-8694900.0,289800.0,3032.093896713615,3367.5136932707355,3168.2132237871674,3166.0946791862284,3278.620109546166,2520.940923317684,1643.0731611893584,203.4
-8685000.0,109800.0,3815.471421080231,4811.047194546408,3906.489774514945,3921.124278972208,4629.9470372312535,3354.6628211851075,2095.650760356581,215.8
-8685000.0,114750.0,2604.6734250543086,4178.593410572049,2740.170528602462,2765.181390296886,4072.7284576393918,2772.320057929037,1628.1618392469225,215.0
-8685000.0,139950.0,3646.9805279099955,4907.616616183471,3791.851579402856,3798.8074426655126,4740.915188230203,3357.6810904370404,2022.5084379056686,210.3
-8685000.0,154800.0,3216.8008130081303,4412.889024390244,3369.509756097561,3373.6081300813007,4307.318292682927,3076.4060975609755,1847.8670731707316,192.7
-8685000.0,159750.0,2972.038583929992,4243.6085918854415,3126.0891010342084,3132.1873508353224,4147.764120922832,2943.3671439936356,1727.381463802705,192.2
